id,target
414,0.0348750246211852
415,0.7170184494398523
416,0.9987903335657047
417,0.5264295621135532
418,0.4334115519804801
419,0.7330626484639486
420,0.21200913226871526
421,0.9994544213490812
422,0.004924158963756269
423,0.04152511899492456
424,0.6390041619878455
425,0.15076118089850177
426,0.9810312499488436
427,0.6987396591951099
428,0.05943504483754165
429,0.2821385508735683
430,0.6944927462368465
431,0.6655424771569626
432,0.43121035843947425
433,0.004396531348544383
434,0.4708748202452826
435,0.5914351189600197
436,0.6654293814218268
437,0.8307772353799528
438,0.9897198654701116
439,0.6103068326959409
440,0.030867400220015277
441,0.028312803590405593
442,0.03012303472613615
443,0.9631594736397029
444,0.7307543215297684
445,0.7388452303040905
446,0.5786745149011752
447,0.9994669310247674
448,0.9143070768368354
449,0.7965033834967611
450,0.8273938065593557
451,0.8965341976272176
452,0.06972197552251541
453,0.18141862454851007
454,0.7612618545128887
455,0.2888449759773074
456,0.9740358166709309
457,0.1721117483832703
458,0.7552398838996295
459,0.3046734358265088
460,0.9444220246252291
461,0.6601194027861472
462,0.7052951238942251
463,0.00835936747792705
464,0.8315273650584796
465,0.4359502597117994
466,0.14501804165864607
467,0.06751406655336355
468,0.24021480940404424
469,0.12865025243020003
470,0.810384640044792
471,0.3547144828341355
472,0.27537080522404395
473,0.7500215328021738
474,0.5374185889011076
475,0.22369581168870253
476,0.10288647415417003
477,0.01678110571838285
478,0.09624863719726526
479,0.9776349612806639
480,0.022726981224933385
481,0.7954206057578606
482,0.6096400465170422
483,0.35177454117952406
484,0.27845711026643083
485,0.7578750280729877
486,0.6667410075615721
487,0.6806866484298586
488,0.2451592980584397
489,0.4628060522974255
490,0.9779069980025485
491,0.553814629114726
492,0.410532785880934
493,0.49016538325047637
494,0.1658397642702223
495,0.016631735083315596
496,0.1805576802329011
497,0.4850254714530284
498,0.9182094467684545
499,0.1320521880511666
500,0.22238981590635817
501,0.03278853271952265
502,0.004372596530385419
503,0.7297053790413952
504,0.27892848738942466
505,0.09594491617712643
506,0.0649793086728795
507,0.04796240248215009
508,0.37854425024395866
509,0.8885982713074784
510,0.03193357895619094
511,0.45190385600764793
512,0.9995833074062903
513,0.348920052397024
514,0.01831739624748529
515,0.8789880869008728
516,0.7885955780208409
517,0.35753940497454173
518,0.743744638846463
519,0.46738344043874647
520,0.008225249276845092
521,0.9241621736392388
522,0.9987137671909844
523,0.9054647618699353
524,0.4099816722407312
525,0.5284676860829814
526,0.8591619415292984
527,0.6458335167700531
528,0.6532703085631881
529,0.015942701834094776
530,0.20396685341090043
531,0.03899245619192487
532,0.33133210361368104
533,0.9014687418554835
534,0.02857735864111254
535,0.14451901324419802
536,0.08520409743985052
537,0.021188290356902503
538,0.03613076759304024
539,0.015597510340292725
540,0.8115708320547088
541,0.8662641880843707
542,0.9993926107747205
543,0.47145105376013735
544,0.9992558114108271
545,0.016021559426078334
546,0.2124586769351368
547,0.009693604167333987
548,0.6850793735225827
549,0.9001966807016127
550,0.23692893621238983
551,0.8264152576297691
552,0.644947059184274
553,0.006177527711295175
554,0.09098199833024107
555,0.002242307544013874
556,0.0606747977365995
557,0.6332217275516707
558,0.7944053521349692
559,0.9846769909389824
560,0.16918859317753054
561,0.8515175990438952
562,0.7284196684061865
563,0.822537871131648
564,0.18083216617268497
565,0.9576704371479123
566,0.009711827966941543
567,0.10971125201373687
568,0.9574554654755869
569,0.9966908141380866
570,0.9735603233566493
571,0.4764780545844728
572,0.5005065633930474
573,0.7647213148516958
574,0.6983326532158851
575,0.1807561557911727
576,0.48981107970117443
577,0.0033979664127109194
578,0.4709442576981693
579,0.004570622274581841
580,0.824507649707796
581,0.032286698927105846
582,0.9801528815277223
583,0.3583950064410749
584,0.004873000070063691
585,0.1476010054172399
586,0.6844059382879739
587,0.9291245512491041
588,0.022433555356455456
589,0.10789150312931496
590,0.07348203178040887
591,0.2794740375699742
592,0.9987850868256816
593,0.4083194725852973
594,0.9837623941019591
595,0.8551921692603445
596,0.5612152334733642
597,0.026209578829177405
598,0.05620000166389766
599,0.01248117243472975
600,0.00774081604577009
601,0.03271913671955128
602,0.5791526499360204
603,0.14013778748632602
604,0.1389356017114434
605,0.9991247127928993
606,0.779675503074919
607,0.6408174520537606
608,0.3198846184306886
609,0.03931802641792592
610,0.6295155890876775
611,0.11284176516809555
612,0.39549243326935557
613,0.8958559547360558
614,0.08471460062085912
615,0.13384710779478134
616,0.10546377047028598
617,0.008857056177030516
618,0.39370071024872977
619,0.0044504800526690745
620,0.524071271213421
621,0.906813101959651
622,0.6061050791137154
623,0.7680718806804426
624,0.09525100912940217
625,0.7226481029944506
626,0.7746248508158053
627,0.12052819805526857
628,0.9738771819681822
629,0.8479570137602933
630,0.6329052918160779
631,0.05330496268795536
632,0.010592932634179882
633,0.09484137137101702
634,0.7667627150604513
635,0.7948351264716584
636,0.02358603102855966
637,0.9100630812782805
638,0.04583087441348576
639,0.10024096779384026
640,0.12318840831823383
641,0.05027533854375866
642,0.5369908586656847
643,0.06246615728280912
644,0.012725847587097727
645,0.9996913277306896
646,0.6797301297817807
647,0.769283557763918
648,0.9162441141622877
649,0.7499828737810141
650,0.7934672769600059
651,0.05167378262908311
652,0.764601670800387
653,0.8280143823170591
654,0.376288913873449
655,0.435887519399899
656,0.9107681863505565
657,0.04948225083316792
658,0.014071102733304301
659,0.11707468696392395
660,0.9044446632456682
661,0.9883312542834949
662,0.8670108122928186
663,0.9971434151219172
664,0.9771103711690978
665,0.06924470503852843
666,0.44605365561824
667,0.02382931914713165
668,0.055019776500923004
669,0.8215052443088148
670,0.848115630732777
671,0.9991307753739657
672,0.6207209031889384
673,0.5724240210141313
674,0.3176854693926688
675,0.7300461698334535
676,0.333652098533265
677,0.7772213069411449
678,0.023888645923653674
679,0.06471632361655873
680,0.9990229706150867
681,0.8043551646537095
682,0.07262130872028623
683,0.744845035336267
684,0.9824395570790396
685,0.9311438717758713
686,0.06591454288622713
687,0.8343200943990822
688,0.2119286937790546
689,0.4681353285675672
